Default (label),Recession,New,RealEstate,DisbursementGross,Portion
0,0,0,1,864000,0.75
0,0,0,0,60000,0.8
0,0,0,0,64700,0.9
0,0,1,0,100000,0.9
0,0,0,1,800100,0.75
0,0,0,1,168000,0.75
0,0,0,1,280000,0.75
0,0,1,0,85000,0.9
0,0,0,1,74300,0.85
0,0,0,1,848000,1.0
0,0,0,1,1000000,1.0
0,0,1,0,862500,0.75
0,0,0,0,120000,0.85
0,0,0,1,97500,0.85
0,0,0,1,626000,0.85
0,0,1,1,360000,0.75
0,0,1,1,320000,0.85
0,0,0,1,726000,1.0
0,0,0,1,235000,1.0
0,0,1,0,75000,0.9
0,0,0,1,428000,0.75
0,0,0,0,125000,0.85
0,0,0,0,150000,0.85
0,0,0,0,225000,0.75
0,0,0,0,300000,0.75
0,1,0,0,330000,0.75
0,0,0,1,96800,0.85
0,1,0,0,201000,0.75
0,0,1,0,170000,0.8
1,0,1,0,50000,0.85
0,0,0,0,250000,0.75
0,0,0,0,375000,0.75
0,0,0,1,614700,0.75
0,0,0,1,134000,0.75
0,1,1,0,280000,0.75
0,0,0,0,50000,0.85
0,0,0,0,65000,0.9
0,0,0,1,68000,1.0
0,0,0,0,296011,0.5
0,0,0,1,670000,801
0,0,0,1,1000000,1.0
0,0,0,0,115000,0.85
0,1,0,0,25000,0.85
0,0,1,0,152500,0.75
0,0,0,1,954000,1.0
0,0,0,1,396000,0.75
0,0,0,0,250000,0.75
0,0,1,0,80000,0.9
0,0,0,1,1000000,1.0
1,0,1,0,675000,0.85
0,0,0,0,330000,0.75
0,0,0,0,145900,0.85
0,0,0,1,497000,0.75
0,0,0,1,130000,0.9
0,0,0,1,373000,1.0
0,0,0,0,175000,0.75
0,0,0,1,199598,0.799997996
0,0,0,1,857000,1.0
0,0,1,1,315000,0.75
0,0,0,1,377500,0.75
0,0,0,1,323000,0.75
0,0,0,1,732000,1.0
0,1,0,0,52983,0.5
0,1,1,0,50000,0.85
0,0,1,0,167300,0.85
0,0,0,0,283000,0.75
0,1,0,0,55000,0.85
0,0,0,0,125000,0.5
0,0,0,1,148500,0.85
0,0,0,1,712300,0.75
0,0,0,1,637000,0.75
0,0,0,1,1278000,1.0
0,0,0,1,346000,0.75
0,0,0,1,138000,1.0
0,0,0,1,760500,0.75
0,0,0,0,240500,0.75
0,0,0,1,150000,0.5
0,0,0,1,803000,1.0
0,0,1,0,186800,0.75
0,0,0,0,45000,0.5
0,0,0,0,218900,0.65
1,0,0,0,44750,0.5
0,0,0,0,10000,0.5
0,0,0,1,331000,1.0
1,0,0,0,122489,0.5
0,1,1,0,50000,0.85
0,0,0,1,496000,0.75
0,0,0,1,175000,0.75
0,0,0,0,150000,0.5
0,0,0,1,400000,0.75
0,0,1,1,738700,0.75
0,0,0,1,399000,1.0
0,1,0,0,30000,0.5
0,0,0,1,574000,0.75
0,0,0,0,1333000,0.75
0,0,0,1,201000,0.75
0,0,0,1,711000,1.0
0,0,0,0,30000,0.5
0,0,1,0,150000,0.85
0,1,0,0,50133,0.5
0,0,0,0,25000,0.5
0,0,1,0,100000,0.9
0,0,0,0,25000,0.5
0,0,0,0,191000,0.75
1,0,1,0,70000,0.85
0,0,0,1,550000,0.75
0,1,1,0,10000,0.5
0,0,0,1,343400,0.75
0,0,0,0,925000,0.75
0,0,0,1,1000000,1.0
0,0,0,1,300000,0.75
0,0,0,0,223000,0.75
0,0,0,1,169300,0.75
0,0,0,0,60000,0.9
0,0,0,0,359000,0.75
0,0,0,1,416250,0.75
0,1,0,0,14300,0.5
0,0,0,1,370000,0.75
0,0,0,1,925000,0.75
0,0,0,0,135000,0.85
0,1,1,0,28300,0.85
0,0,0,1,666000,0.75
0,0,0,1,735000,0.75
0,0,0,0,84000,0.75
0,1,1,0,105000,0.85
0,0,0,0,317000,0.8
0,0,0,1,493400,0.75
0,0,0,0,595000,0.75
1,0,0,0,20000,0.5
0,0,0,0,155000,0.9
1,0,0,0,45000,0.5
0,0,0,0,12000,0.5
0,0,0,1,550000,0.75
0,0,0,1,1170000,0.75
0,0,0,0,150000,0.5
0,1,0,0,250000,0.75
0,0,0,1,1071000,1.0
0,0,1,0,1285000,0.75
0,0,0,1,243000,0.75
0,0,0,1,289000,0.75
0,0,0,1,1000000,0.75
1,0,0,0,50000,0.5
0,0,0,1,410500,0.75
0,0,0,1,412000,0.85
0,0,1,0,150000,0.85
0,0,0,1,1352100,0.739589527
0,0,0,1,576000,0.75
0,0,1,1,321300,0.75
0,1,0,0,20000,0.85
1,0,0,0,5000,0.85
0,0,0,1,1298000,1.0
0,0,0,1,600000,0.75
0,0,0,0,75000,0.85
0,0,0,1,1300000,1.0
0,0,0,0,21145,0.5
0,0,0,0,150000,0.5
0,0,0,1,1084000,0.75
1,0,0,0,150000,0.85
1,0,0,0,135000,0.85
0,0,0,1,904000,1.0
0,0,0,0,1250000,0.75
0,0,0,0,2000000,0.5
0,0,1,0,145590,0.9
0,0,0,1,153000,1.0
0,0,0,1,600000,0.75
0,0,0,0,183300,0.75
0,0,0,0,31458,0.5
0,0,0,1,138000,1.0
0,1,1,0,150000,0.85
0,0,0,0,12000,0.5
0,0,0,1,625500,0.75
0,0,0,0,25000,0.85
0,0,0,0,50000,0.5
0,0,0,1,1330000,0.75
0,0,0,1,292900,0.75
0,0,0,0,700000,0.75
1,0,0,0,42402,0.5
0,0,1,1,532000,1.0
0,0,0,1,739500,0.75
0,0,0,1,725000,0.75
0,1,0,0,43978,0.5
0,0,1,0,75000,0.9
0,1,0,0,23918,0.5
0,0,0,0,10000,0.5
0,0,1,0,240000,0.75
0,0,0,1,706100,0.75
0,0,0,1,541000,1.0
0,0,0,1,128000,1.0
0,0,0,1,286800,0.85
0,0,0,0,1282962,0.689654483
0,0,0,1,1232500,0.75
0,0,0,0,50000,0.5
0,0,1,0,107000,0.85
0,0,1,0,300000,0.85
0,0,0,1,1200000,0.75
0,0,0,1,562500,0.75
0,0,0,0,30000,0.5
0,0,0,0,50000,0.9
0,0,0,0,16200,0.5
1,0,0,0,10000,0.5
0,0,1,0,125000,0.865696
1,0,0,0,15000,0.5
0,0,1,0,10000,0.5
0,0,0,0,40000,0.5
0,0,0,1,807500,0.8
0,0,0,0,50000,0.5
1,0,0,0,15000,0.85
0,0,0,0,50000,0.5
0,0,0,0,15092,0.5
0,0,0,0,118500,0.85
0,0,1,1,763000,0.75
0,0,0,0,35000,0.5
1,0,0,0,35000,0.5
0,0,0,0,15021,0.5
0,0,0,1,420000,0.75
0,0,0,1,200000,0.75
0,0,0,1,500000,0.75
0,0,0,0,234000,0.7
0,0,0,1,1020000,0.75
0,0,0,0,830000,0.75
1,0,0,0,10000,0.5
0,0,1,1,100000,0.75
1,0,0,0,35000,0.5
0,0,0,1,337600,0.75
0,0,0,0,35000,0.5
0,0,0,1,318700,0.75
0,0,1,0,397000,0.7
0,0,0,1,127000,1.0
1,1,0,0,10000,0.85
0,0,0,0,419000,0.75
0,0,0,1,999000,1.0
0,0,0,0,45000,0.5
0,0,0,1,500000,0.75
0,0,0,1,657000,1.0
0,0,0,1,397000,0.75
0,0,0,1,269000,1.0
0,0,0,0,31503,0.5
0,0,0,1,296200,0.75
1,0,0,0,50919,0.5
0,0,0,1,256000,1.0
0,1,0,0,25000,0.5
0,0,0,0,191584,0.5
0,0,0,1,500000,0.75
0,0,0,0,52656,0.5
0,0,1,0,78000,0.85
0,0,0,0,19100,0.5
0,0,0,1,500000,0.75
0,0,0,1,366000,1.0
1,0,0,0,50000,0.5
0,0,0,0,290000,0.75
0,0,0,0,180000,0.85
0,0,0,0,50000,0.5
0,0,0,1,500000,0.75
1,0,0,0,5000,0.85
0,0,0,1,298000,1.0
0,0,0,0,10000,0.5
1,0,0,0,40000,0.5
0,0,0,1,126000,1.0
0,0,1,0,120000,0.85
0,0,0,1,1300000,1.0
0,0,0,0,36000,0.5
0,0,0,0,10000,0.5
0,0,0,1,294000,0.75
0,0,0,0,151000,0.75
0,0,0,1,422000,1.0
1,0,0,0,26000,0.5
0,0,0,1,508500,0.75
0,0,0,0,77000,0.5
1,0,0,0,56355,0.5
0,0,0,0,120000,0.5
0,0,1,0,300000,0.75
0,0,0,0,16511,0.5
0,0,0,0,5000,0.5
1,0,0,0,123000,0.5
0,0,0,0,97500,0.5
0,0,0,1,372000,1.0
0,1,0,0,50000,0.5
0,0,0,1,351000,1.0
0,0,0,1,1054200,0.726109638
0,0,0,0,110000,0.85
0,0,1,1,946850,0.75
0,0,0,0,10000,0.5
0,0,1,1,204000,1.0
0,0,0,0,10000,0.5
0,0,0,0,50000,0.5
0,0,1,0,150000,0.85
0,0,1,0,5000,0.5
0,0,0,0,300000,0.85
0,0,0,1,220000,0.75
1,1,0,0,25000,0.5
0,0,0,0,150000,0.85
0,0,0,0,145000,0.75
1,1,0,0,4835,0.5
1,1,0,0,49950,0.5
0,0,0,0,10000,0.85
0,0,0,1,427100,0.75
0,0,0,0,25000,0.5
0,0,0,0,5000,0.85
1,0,0,0,10000,0.85
1,1,0,0,484000,0.75
0,0,0,0,107700,0.85
0,0,0,0,92800,0.85
0,0,0,1,345000,0.7
0,0,0,0,10000,0.5
0,0,1,0,1310000,0.75
0,0,0,1,571500,0.75
0,0,0,0,5000,0.5
0,0,0,1,765000,0.75
0,1,0,0,150000,0.5
0,0,0,1,765000,0.75
1,0,1,0,5000,0.85
0,0,0,1,127000,1.0
0,0,0,0,30000,0.5
0,0,0,0,25000,0.5
1,1,0,0,50000,0.5
1,1,0,0,25000,0.5
0,0,0,1,465000,0.75
1,0,0,0,45000,0.5
0,0,0,1,700000,0.75
0,0,0,0,58000,0.7
0,0,0,0,260000,0.75
1,0,0,0,150000,0.75
1,0,0,0,155000,0.5
0,0,0,0,40087,0.5
0,0,0,0,40111,0.5
0,1,0,0,150000,0.85
1,1,0,0,5000,0.85
0,0,0,0,10000,0.5
0,0,0,0,20000,0.5
0,0,0,1,1264600,0.75
0,0,0,0,10000,0.5
0,0,0,0,335000,0.75
0,0,0,0,31412,0.5
0,0,0,0,200000,0.5
0,0,0,1,150000,0.85
0,0,0,0,750000,0.7
0,1,0,0,45000,0.5
0,0,0,0,10000,0.5
0,0,0,0,500000,0.75
1,0,0,0,50620,0.5
0,0,1,0,9424,0.5
0,0,0,0,15000,0.85
0,0,1,0,340000,0.75
0,0,0,0,6000,0.85
0,1,0,0,24000,0.5
0,0,1,0,10000,0.5
1,0,0,0,275000,0.75
0,0,0,0,666000,0.75
0,1,0,0,221000,0.75
0,0,0,0,80000,0.5
0,1,0,0,100000,0.5
0,0,0,0,167000,0.75
0,0,0,1,297500,0.75
1,0,0,0,50030,0.5
0,0,0,1,603000,0.75
0,0,0,0,50000,0.85
0,0,1,1,81000,1.0
0,0,0,0,8600,0.5
0,0,0,1,768000,1.0
0,0,0,1,284000,1.0
0,0,0,0,459000,0.75
0,0,0,0,163726,0.5
0,0,1,0,5000,0.5
0,0,0,0,190000,0.75
0,0,1,1,307500,0.75
0,0,0,0,128683,0.5
0,0,1,1,951000,0.75
1,0,0,0,5000,0.85
0,0,0,1,502000,1.0
0,0,0,1,136000,1.0
0,0,0,0,50000,0.5
0,0,0,0,162000,0.75
1,0,0,0,106329,0.5
0,0,0,0,50000,0.5
0,0,0,0,10000,0.5
0,0,0,0,50000,0.5
0,0,0,0,14300,0.5
1,0,0,0,5292,0.5
0,0,0,1,640000,0.75
0,0,1,1,516000,1.0
0,0,0,0,7319,0.5
0,0,0,0,50000,0.5
0,0,0,1,904000,1.0
0,0,0,1,395000,1.0
0,0,0,0,25000,0.5
0,0,0,1,936000,1.0
0,0,0,1,110000,0.85
1,1,0,0,49750,0.5
0,0,0,1,250000,0.75
1,1,0,0,50000,0.5
0,0,0,1,135000,0.85
0,0,0,1,700000,0.75
1,0,0,0,65283,0.5
0,0,0,0,51831,0.5
0,0,0,1,337000,0.75
0,0,0,1,1530000,0.653589543
0,0,0,0,77300,0.5
0,0,0,1,460000,0.75
1,0,0,0,50000,0.5
0,0,0,0,57100,0.5
0,0,0,0,35000,0.5
1,1,0,0,9576,0.5
1,1,0,0,28073,0.5
0,0,1,0,10000,0.5
1,1,0,0,50000,0.5
0,0,0,1,907000,1.0
0,0,0,0,150000,0.85
0,0,0,1,275000,1.0
0,0,0,1,462000,0.75
0,0,0,1,680000,1.0
0,0,0,1,362000,1.0
0,0,0,0,6000,0.5
1,0,0,0,25500,0.5
1,0,0,0,22670,0.5
0,0,0,0,10000,0.5
0,0,0,0,208000,0.75
0,0,0,0,62126,0.5
0,0,0,0,65000,0.9
0,0,0,0,100000,0.5
0,1,0,0,135000,0.5
1,0,0,0,300000,0.75
1,0,0,0,50000,0.5
1,1,0,0,47752,0.5
0,0,0,0,64000,0.5
1,0,0,0,6000,0.5
0,0,0,0,89600,0.5
1,0,0,0,112583,0.5
0,0,0,1,450000,0.75
0,0,0,1,1385000,0.722019495
0,0,0,1,999000,1.0
0,0,0,0,44500,0.5
1,0,0,0,17443,0.5
1,0,0,0,10422,0.5
1,1,0,0,37000,0.5
0,0,0,1,1300000,1.0
1,0,0,0,100000,0.5
1,0,0,0,150000,0.85
0,0,0,0,35000,0.5
0,0,0,0,150000,0.85
0,0,0,1,589000,1.0
1,0,0,0,18000,0.5
0,0,1,0,25000,0.9
0,0,0,1,477000,0.75
1,0,0,0,17000,0.5
0,0,0,0,185000,0.5
0,0,0,0,128889,0.5
0,0,0,0,250000,0.85
0,0,0,0,50000,0.5
0,0,0,1,426000,0.7
0,0,0,1,591000,1.0
1,0,0,0,5000,0.85
0,0,0,1,207000,1.0
1,0,0,0,95500,0.5
0,0,0,0,10000,0.5
0,0,0,1,176000,1.0
0,0,0,0,5000,0.85
0,0,0,1,1298000,1.0
0,0,0,1,517000,1.0
0,0,0,0,281643,0.75
0,1,0,0,25000,0.5
0,0,0,0,20000,0.5
1,1,0,0,312000,0.75
0,0,0,0,75000,0.5
1,0,0,0,50000,0.5
0,0,0,0,42000,0.5
0,0,0,0,460000,0.5
0,0,0,1,750000,0.75
0,0,0,0,100000,0.5
0,0,0,1,824000,1.0
0,0,0,1,931000,1.0
0,0,0,1,498000,0.75
0,0,1,0,8165,0.85
1,0,0,0,472500,0.75
0,0,0,0,50000,0.5
0,0,0,0,15000,0.5
0,0,0,0,150000,0.85
0,0,0,0,5000,0.5
0,0,0,0,50000,0.5
0,0,0,0,27626,0.5
0,0,1,1,175000,1.0
0,0,0,1,721000,1.0
0,0,0,0,10000,0.5
0,0,0,0,25000,0.5
1,0,0,0,216429,0.5
0,0,0,0,252000,0.75
0,0,0,1,270000,0.75
0,0,0,0,31500,0.5
0,0,0,0,700000,0.75
0,0,0,1,187500,0.75
0,0,0,0,30390,0.5
0,0,0,1,371000,1.0
0,0,0,0,75000,0.85
0,0,0,0,200000,0.5
1,0,0,0,13200,0.5
1,0,0,0,10000,0.5
0,0,0,0,10000,0.5
0,0,0,1,140000,0.85
0,0,0,1,756000,1.0
1,0,0,0,100645,0.5
0,0,0,1,1001000,1.0
0,0,0,1,314300,0.75
0,0,0,1,249000,1.0
0,1,0,0,100000,0.5
0,0,0,0,77377,0.5
1,1,0,0,49950,0.5
1,1,0,0,25000,0.5
0,0,0,0,50000,0.5
0,0,0,0,40000,0.5
1,0,0,0,22000,0.5
1,1,0,0,50000,0.5
0,0,0,0,69451,0.5
0,0,0,1,1132000,1.0
0,0,0,0,10000,0.5
0,0,0,1,500000,0.75
0,0,0,1,800000,0.75
0,0,0,0,14500,0.5
0,0,0,0,75318,0.5
0,0,0,1,902000,0.75
0,0,0,1,924000,0.75
0,0,0,1,470000,0.75
0,0,1,1,480200,0.75
1,0,0,0,226612,0.5
0,0,0,0,53619,0.5
1,0,0,0,420000,0.75
0,1,0,0,80000,0.5
0,0,0,1,567000,0.75
0,0,0,1,371000,0.75
0,0,0,0,50000,0.5
0,0,0,0,55000,0.5
1,0,0,0,76609,0.5
0,0,0,1,527000,1.0
1,1,0,0,99000,0.5
0,0,0,1,158000,1.0
0,0,0,0,45000,0.5
0,0,0,1,539100,0.75
1,0,0,0,25000,0.5
0,0,1,0,20000,0.5
0,0,0,0,309000,0.75
0,0,0,1,188000,1.0
0,0,0,1,1467000,0.75
1,0,0,0,1656500,0.75
0,0,0,1,1080000,0.75
0,0,0,0,100000,0.5
0,0,0,0,91075,0.5
0,0,0,1,1423700,0.75
1,0,0,0,50000,0.5
0,0,0,0,269200,0.75
0,0,0,0,160000,0.5
0,0,0,1,1300000,1.0
0,0,0,0,1022400,0.5
0,0,0,1,144000,0.85
0,0,0,1,305000,1.0
0,0,0,0,60000,0.5
0,0,0,0,10000,0.5
1,1,0,0,231921,0.5
0,0,0,0,50000,0.5
0,0,0,1,461000,0.75
0,1,0,0,50000,0.5
0,0,0,0,10500,0.5
0,0,0,0,47179,0.5
0,0,0,1,269000,1.0
0,0,0,0,10215,0.5
0,0,0,0,20000,0.5
0,0,0,0,463500,0.75
0,0,0,0,110000,0.9
1,0,0,0,10000,0.5
0,0,0,0,50000,0.5
1,0,0,0,226268,0.5
0,0,0,0,10000,0.5
1,0,0,0,20186,0.5
0,0,0,1,536000,1.0
0,0,0,1,429000,0.75
0,0,0,0,50000,0.5
1,0,0,0,50000,0.5
