label,x0,x1
0.0,-3.234407458798979,-2.5062317864319663
0.0,-2.3713812016867757,-4.249633438267633
0.0,-2.7453493548219585,-2.3927501826100572
0.0,-3.150536295598133,-3.0796910788486924
0.0,-3.7110470231308947,-1.614124603298889
0.0,-2.099466327481145,-4.072887668533765
0.0,-2.558724664309711,-1.7330218182724446
0.0,-2.5434591724541806,-2.391851831178066
0.0,-4.4835838041841445,-2.0674268933021844
0.0,-2.614711549289911,-3.6317555358944227
0.0,-2.257805057643335,-1.8373305409838574
0.0,-2.577860630511033,-3.3660252483525483
0.0,-2.601298364688454,-2.6774559825409896
0.0,-4.083145260591804,-3.5877171979326716
0.0,-2.335009927692619,-2.4142148499665383
0.0,-2.588834167544636,-3.69032734734038
0.0,-2.9003139339398474,-3.084656874285015
0.0,-2.8921167774436003,-3.62643233588763
0.0,-3.7251591587502872,-1.920583035112302
0.0,-1.7568129688406389,-3.732713720976765
0.0,-3.302216849192826,-1.7702972674443203
0.0,-4.518855152653737,-2.064637586813434
0.0,-3.45034518483309,-4.198149802293137
0.0,-1.8940180571260317,-3.2604003903861773
0.0,-3.7754964117311918,-1.4602026955070155
0.0,-4.840328215487024,-1.312550926919761
0.0,-3.30622994249822,-1.9925993332291143
0.0,-2.481856362388375,-3.027453574682113
0.0,-3.7878312553707176,-2.327428569402735
0.0,-3.1540873704280754,-2.2355691576692425
0.0,-2.75803952057766,-2.436557995809526
0.0,-2.257084840112739,-3.8473022885791432
0.0,-5.1206806929351085,-3.908094268821743
0.0,-1.9333459854159813,-3.208394248441821
0.0,-2.92955941320506,-1.9443171517936029
0.0,-2.117807536405087,-3.242523984098996
0.0,-4.663402075305192,-2.8029968467264172
0.0,-3.3024157396117677,-3.5175307907038036
0.0,-3.209982731051446,-3.7893400497136778
0.0,-2.2460801098216603,-2.737557390209218
0.0,-1.93258373004099,-2.7195780031263133
0.0,-3.9028145303473236,-3.2122740056413455
0.0,-2.702464624902195,-2.5678088008344093
0.0,-3.30077878700369,-1.7058981993527356
0.0,-4.353934514174749,-2.93164970798062
0.0,-3.632405549747317,-3.6942800130184468
0.0,-3.2921384213174325,-2.969189774898986
0.0,-3.108038394421656,-3.040325274071596
0.0,-1.1727856011946072,-2.1441622280593684
0.0,-2.7364663080989016,-3.291193108584602
0.0,-2.8771100933691947,-4.07299460686331
0.0,-1.8539230439216339,-1.3687794371357778
0.0,-2.2721987317259225,-2.1438443729717056
0.0,-2.133739828747891,-3.782878806151226
0.0,-3.5092503093664495,-3.6039584209729916
0.0,-4.72563401934795,-2.4794886036709
0.0,-3.9115392299826164,-3.229314521944287
0.0,-4.652083192924437,-5.02869768793054
0.0,-4.139622244302402,-3.097929259162951
0.0,-5.77406168668692,-3.76219794876615
0.0,-2.041591601752947,-3.265574418676986
0.0,-3.4754502739618323,-2.543184958677771
0.0,-2.96126356818681,-5.456265101787796
0.0,-2.86411118489414,-1.934829246310966
0.0,-2.351670769549734,-2.167850399186378
0.0,-1.543125689133459,-3.0573735632516077
0.0,-3.259594610014061,-5.603804685481142
0.0,-2.955767042691412,-2.170173841184755
0.0,-3.593986095638922,-3.237495317311417
0.0,-5.6710149492837,-2.4084319914741323
0.0,-4.921169116441614,-3.1098599176150237
0.0,-3.1540643455529236,-3.516402910798365
0.0,-1.66454966460903,-3.8726914288081127
0.0,-2.753664877401408,-4.635930531281856
0.0,-2.8154606434092644,-3.1312336727160814
0.0,-3.182689187288652,-2.0460221854568665
0.0,-2.672755951289231,-1.8420677634461622
0.0,-5.1564702930198845,-3.989039714151482
0.0,-2.5763817136241953,-2.1734746858751643
0.0,-4.239775635192204,-2.521790372645147
0.0,-3.31100763003422,-2.9022705449212345
0.0,-4.5058978886063885,-3.2553020181906467
0.0,-0.5340851525693076,-3.219213360417987
0.0,-4.687229572584936,-3.2619690131459818
0.0,-1.4288841943437804,-2.0430800716944795
0.0,-3.791204739409314,-3.981867640970709
0.0,-1.7431024485515059,-3.7979912138417387
0.0,-2.5601387932956357,-3.2562254869126286
0.0,-1.5969154986021807,-2.314055558078976
0.0,-2.5185385748232223,-2.4724704324815
0.0,-1.1836642487242395,-4.182859002649652
0.0,-2.80870702356173,-3.683621825663172
0.0,-4.000477495308449,-2.899642193632286
0.0,-3.0968033650053464,-3.0481387027741276
0.0,-3.6599981561036596,-3.661584782357976
0.0,-3.4173681161377103,-3.292659075013897
0.0,-3.2901789375547836,-3.2071483580377897
0.0,-2.657344368564017,-2.652528512329683
0.0,-1.551464910468808,-3.945904067928784
0.0,-3.8525088142389476,-4.1624145702054305
0.0,-4.08340460999516,-2.024815236312143
0.0,-2.4937108577399885,-3.6788084525424276
0.0,-2.464898694169924,-2.7567988938554504
0.0,-4.344654983119911,-4.164761064824188
0.0,-3.5483288514428235,-2.6615661453777997
0.0,-3.7643014785875097,-3.407271997874603
0.0,-3.3700324496526046,-2.892083209337527
0.0,-3.4322970800300583,-3.1210088733833605
0.0,-2.758364295120738,-3.120385100732244
0.0,-4.01706325125548,-1.7230199304251017
0.0,-1.3203554627236656,-1.5149440222826185
0.0,-3.0118465318928487,-2.3283297459689694
0.0,-2.667666473349127,-4.002763746500216
0.0,-2.214045038226171,-3.7028482409347405
0.0,-2.2020785435471137,-3.7070572713831105
0.0,-1.4894354983210245,-1.9719434417049475
0.0,-3.823401438799849,-2.729749441583056
0.0,-3.0607000284351398,-3.186542514648465
0.0,-2.86981786880865,-2.0550786427720404
0.0,-2.612175489134308,-3.478193801666401
0.0,-2.783500256338053,-3.254878324426816
0.0,-1.7918263342838228,-3.4267922901785774
0.0,-1.9751255668482688,-3.9468089910164132
0.0,-2.6253345837783804,-0.4376289157346669
0.0,-3.80862160811759,-5.575374670951801
0.0,-3.389627988128975,-4.562507253463938
0.0,-3.0974170813874125,-2.4573353057928347
0.0,-4.9043930003243315,-2.3074194187300074
0.0,-3.3125626389919525,-2.0434269605821793
0.0,-3.6565327122500455,-1.802316217063394
0.0,-2.79803667847525,-3.763503862412448
0.0,-3.0037216482512257,-3.939731652119357
0.0,-1.6287948450472096,-3.6780245769160174
0.0,-3.7945969069738954,-2.3869405496057934
0.0,-4.400555192977567,-3.3223272294462625
0.0,-3.9960334124914967,-3.608912341271555
0.0,-3.86117938247922,-4.36139403458722
0.0,-4.149863010468272,-2.3777289651746285
0.0,-2.3931492952136746,-3.1348467301068794
0.0,-4.150921561971386,-1.6191613242602383
0.0,-2.5636574839833353,-2.3757042199510434
0.0,-2.5937999077345477,-1.0418630506222553
0.0,-1.2330855131560094,-1.876381541784678
0.0,-2.8951890747502613,-3.35648457683214
0.0,-0.8162046587619045,-2.612690549642645
0.0,-4.3186580461207456,-2.7982177492177382
0.0,-3.742591110977404,-2.896566280217744
0.0,-2.486947900161293,-1.2840298522761007
0.0,-2.164120030448246,-2.9455067081974136
0.0,-2.9902521881517132,-3.7084442725369526
0.0,-2.2817439549003935,-4.15666035481653
0.0,-2.7941115759458124,-4.756074138657808
0.0,-2.6102352453698554,-2.7003977018397225
0.0,-2.5409039428204983,-4.017849809141693
0.0,-4.940792504353622,-4.58616650623141
0.0,-1.9196240148926345,-2.7953951934238117
0.0,-3.5782975478751524,-0.4072392649884975
0.0,-2.70173625543251,-2.330962450147331
0.0,-4.344271397138458,-4.826741415231416
0.0,-3.036912107759766,-2.4867313522081087
0.0,-2.641933349932179,-2.762217486715559
0.0,-2.1233032835694012,-3.927587564944067
0.0,-4.333047961569276,-2.7442267476289737
0.0,-3.7418475477808837,-3.0113585318164136
0.0,-3.385109406125654,-3.5854519668695968
0.0,-4.040261754560676,-2.7219680048725943
0.0,-4.00618903174689,-3.812697933571919
0.0,-2.20569444883507,-4.061960161056385
0.0,-4.175685099645529,-3.4565555770345195
0.0,-3.282342201452034,-3.8092576924320727
0.0,-2.64170490449928,-4.801699783208939
0.0,-5.8690972327109705,-2.539480467785855
0.0,-2.7735337807125995,-1.7932919689398263
0.0,-3.7051644118634504,-0.8310363594010046
0.0,-2.8403433137716694,-2.0809871044449624
0.0,-3.037119372116822,-3.0217398194037854
0.0,-3.444371389872359,-3.5151194811796467
0.0,-3.2858309976242817,-2.3301243275950707
0.0,-3.039478881452266,-2.952017809952975
0.0,-2.257527132620682,-5.309607110269461
0.0,-2.5971585020881327,-1.2999391330591585
0.0,-3.601296029920656,-3.3314408891191047
0.0,-3.7322745120546568,-2.7563276222427895
0.0,-2.7627895803854763,-3.64072058708201
0.0,-3.888036483111657,-4.946065480317138
0.0,-3.1635338172570617,-2.8697787881939543
0.0,-2.6380583472575267,0.25765759987054615
0.0,-1.5159340072873406,-2.587191188839026
0.0,-3.535817393079474,-4.481811084154826
0.0,-2.852817929289429,-2.2747254416479885
0.0,-3.1719514159311637,-1.9246347352764988
0.0,-4.14693210659457,-2.606644657832337
0.0,-2.828091097325296,-3.6049138341518323
0.0,-3.013327680583444,-2.7595445967531123
0.0,-0.7460839448892269,-2.887628334874057
0.0,-4.8647917744565845,-3.6041703520614985
0.0,-2.187279285179788,-1.908972356685328
0.0,-4.438105838694473,-4.11631823725107
0.0,-1.7156030703254446,-3.1254273356101234
0.0,-1.8559063551992097,-4.201413439438674
0.0,-5.559516438833755,-3.454053918909839
0.0,-3.060449070975232,-3.6370739955494225
0.0,-2.7435532416087236,-3.7244047097476205
0.0,-3.712827928936044,-2.350296924801884
0.0,-4.22394926353972,-3.473945649911957
0.0,-1.4284636147876617,-2.771293634994582
0.0,-2.4425314289186755,-4.026219185607966
0.0,-3.125953077999014,-4.347575490563977
0.0,-2.7377647032184798,-3.6083837331200153
0.0,-2.9617833812505032,-3.7215498293687665
0.0,-2.9665469162045817,-4.276340742053451
0.0,-2.9412472703956647,-3.2622619047275188
0.0,-1.6435160146166976,-3.448221051807001
0.0,-2.308909862916035,-2.691800365802394
0.0,-2.649112861884274,-2.840760334920785
0.0,-3.268709138865923,-4.1843877911376435
0.0,-1.8928923896115795,-1.8554035787064345
0.0,-3.5688602157985687,-3.4563028158669127
0.0,-3.917870220220473,-2.614112163679049
0.0,-2.386800004568991,-2.174835611407235
0.0,-1.7186230193968788,-3.4250217106361593
0.0,-3.7191005637318684,-1.0242708436659005
0.0,-4.5881212751555385,-1.3649726664087678
0.0,-4.049208987231907,-3.117737837408982
0.0,-2.623512567268859,-1.1105049602291612
0.0,-3.034884486031316,-1.9671146051080304
0.0,-4.671187190372869,-2.9485594191847975
0.0,-4.592303794545908,-2.151149440241418
0.0,-3.623645525643665,-2.9197782226062605
0.0,-1.6298112537012035,-1.2695514978964375
0.0,-3.8237289907731076,-2.7510588539495444
0.0,-3.47035756471418,-3.4808387329697665
0.0,-3.167752799106647,-1.1488672181293025
0.0,-2.559909983290111,-4.6951788177533365
0.0,-2.657321993299626,-2.53476057422459
0.0,-2.9029307671337023,-3.67104004702446
0.0,-5.323201959747702,-2.2423483375378774
0.0,-2.1529220455815112,-3.0568006590504746
0.0,-4.026206501838297,-2.51824195124453
0.0,-2.790071909203316,-2.659711152925176
0.0,-3.5841863063552792,-2.8569573750431996
0.0,-4.679036977253813,-2.2426366249910186
0.0,-4.511166425358593,-2.913257952081682
0.0,-2.4983696850094823,-4.678275715682027
0.0,-3.126903102131112,-3.521793052598437
0.0,-3.5756653676961485,-1.8620543328643566
0.0,-3.0707266374245474,-0.22809031345198205
0.0,-3.233886157400281,-3.159834572101747
0.0,-3.194597700942408,-3.0531706946056687
0.0,-2.772625624075614,-2.4179025737911677
0.0,-4.086238377030481,-1.8036975392050725
0.0,-3.431251680534218,-4.235113632231267
0.0,-2.260673497446518,-3.4461375751445553
0.0,-3.2191869658159273,-2.6353548542303695
0.0,-2.1714221599480834,-2.5499325883433936
0.0,-4.98468019833382,-4.13222254820038
0.0,-3.342058603973336,-2.2695126074534175
0.0,-1.972903637808481,-3.265107712756447
0.0,-3.6416322346322043,-2.9898335005312884
0.0,-3.7143970731004883,-2.930233680467494
0.0,-2.910961053988776,-2.975297332715904
0.0,-2.288715235380972,-4.01144352426085
0.0,-3.205623643450359,-2.210309684398764
0.0,-3.7250754509565476,-3.4398451267726124
0.0,-2.0719991950990244,-4.655290557028148
0.0,-2.674955742993338,-2.761180376993378
0.0,-2.1258983903849025,-3.9020671067935213
0.0,-3.4510844928696773,-3.9525198877158494
0.0,-2.84786553600594,-2.5749590182842836
0.0,-2.84115787053251,-4.538058214861124
0.0,-2.455823555337905,-4.526315482302748
0.0,-4.557959310163001,-2.2124693920105214
0.0,-2.1626084577657116,-1.1607601864636143
0.0,-1.5927036090609372,-2.53556052933444
0.0,-3.867287565312999,-4.086850454497316
0.0,-3.5351555574277933,-2.597881583732408
0.0,-2.750053664410605,-3.432823233461201
0.0,-3.804665460713477,-3.315590928014722
0.0,-4.056433469183927,-3.250019045666299
0.0,-3.3053688599758404,-2.475619152251705
0.0,-3.0136987056926765,-3.064879851366226
0.0,-3.9197543617956563,-2.718916284904736
0.0,-3.376953567156682,-3.2283765263561093
0.0,-3.5002323498631154,-3.5362903677109774
0.0,-3.7997167509054672,-3.288748253701852
0.0,-3.1544276850789927,-4.78648773152553
0.0,-2.005382655989996,-4.20465432785649
0.0,-2.9956123369176315,-2.8735219580693028
0.0,-4.37095397304243,-3.3422068410858756
0.0,-1.9440105869015432,-4.258152034677316
0.0,-6.0466072371454995,-3.7286263378225635
0.0,-4.617007524774767,-4.388253649033018
0.0,-3.929591347269812,-1.151433934645259
0.0,-4.057871715126151,-3.610771728149487
0.0,-2.3731653044866636,-3.659175793286101
0.0,-2.8394452796895795,-2.7643801636238186
0.0,-2.3253346173103613,-2.4816950301650693
0.0,-2.509367391060185,-2.8781675456854754
0.0,-3.9828806510143906,-2.176642483736212
0.0,-2.0881491083590604,-4.62631535243566
0.0,-3.0923504960622012,-2.592476729454782
0.0,-2.937881329300783,-2.748658076231303
0.0,-3.055041704721473,-2.2303015590144692
0.0,-1.986852545086174,-2.7363097147507576
0.0,-2.3213831137077516,-3.350994963415836
0.0,-2.922577869517474,-2.247849577335077
0.0,-2.0370087657964646,-2.559735856903793
0.0,-3.389000830513851,-3.699280001612841
0.0,-3.286729104280975,-4.155089728802334
0.0,-2.8205223115406888,-3.3309797217095465
0.0,-3.7753859462999393,-3.045968901760931
0.0,-1.9069081175757872,-4.2323387941248445
0.0,-2.9745309707477565,-3.1068267733098094
0.0,-1.869997650811986,-3.183984493495525
0.0,-4.1532632080382506,-1.7796630065155676
0.0,-2.3771901679206593,-2.940104910677523
0.0,-3.3874202127429656,-0.5179559272028156
0.0,-3.502885906152688,-2.5728294878898903
0.0,-4.5093719850260845,-2.528907062031804
0.0,-3.6992089953027554,-3.065330124003083
0.0,-1.9274299462168938,-4.550075099082447
0.0,-4.667341575097225,-4.965402100350742
0.0,-2.7760134618346717,-1.8542038521145825
0.0,-2.2099575337487565,-3.6357671170960866
0.0,-4.263274854755371,-4.383677461258797
0.0,-5.701587349790756,-3.0134141805781534
0.0,-2.476087076962366,-3.6494426073495516
0.0,-2.058621126478595,-2.9414609567049923
0.0,-4.587555763564004,-2.3573802940899915
0.0,-2.4813348766743784,-3.96972687026171
0.0,-3.6602830971473597,-4.0198729232856785
0.0,-2.5621393749615726,-1.8487900874381875
0.0,-2.96011230489719,-2.2008101623760528
0.0,-3.1030216056729776,-0.4467364510269376
0.0,-2.77359379000678,-2.06504632964145
0.0,-3.462865840312353,-4.253464104509039
0.0,-3.963959507390593,-2.134154938073616
0.0,-3.4338559359347167,-3.3823632567936412
0.0,-3.146426546417894,-3.061282349878381
0.0,-3.160815510956289,-3.037524604979738
0.0,-3.1132400519342776,-2.5302165862514525
0.0,-2.4148479659509343,-3.3240768951510122
0.0,-3.330564423926342,-5.493965050314533
0.0,-2.570167778242127,-1.8063912383635161
0.0,-3.459118659060535,-3.873504638266905
0.0,-2.942009661227634,-3.1744100876868684
0.0,-0.8571970970654603,-3.3154208863893273
0.0,-1.5305294872481967,-2.094331517410869
0.0,-2.920043437763518,-2.3182674045274845
0.0,-3.506894184349108,-4.129776286111417
0.0,-2.599106010652052,-2.1761695980814335
0.0,-2.826984628196873,-3.415825288634147
0.0,-4.384415456978959,-3.5649457333282966
0.0,-4.53695273017867,-2.6894395290285233
0.0,-2.68983094161814,-1.9009248256972844
0.0,-3.0488225485468385,-2.8722563530744996
0.0,-2.7586175715833545,-2.743860100304945
0.0,-0.6492781248013051,-2.1606285198167887
0.0,-1.8793643477634852,-3.453696692605138
0.0,-4.377170951755626,-3.020074061053321
0.0,-3.9468137786237873,-2.551670338122673
0.0,-1.00905061995081,-2.3897289669022066
0.0,-1.8449518976976345,-1.7879197903340265
0.0,-3.3683647804950225,-2.696324628286397
0.0,-3.090580080030905,-3.610622281906353
0.0,-2.9696900096779886,-5.139768942851617
0.0,-3.2874660773315627,-3.013482843061654
0.0,-2.782626193377784,-2.9259306295519814
0.0,-2.1619786493562687,-2.0084474105565993
0.0,-2.9797754675872907,-3.1009259991649456
0.0,-3.1974682434285633,-1.9749432517101193
0.0,-2.1866365007707604,-1.9686200935555154
0.0,-1.7607120680273782,-3.9533400841579347
0.0,-2.618292641210914,-3.1688585814827235
0.0,-2.917248946226935,-4.242239474886486
0.0,-0.8194615228346422,-1.8684563976318171
0.0,-3.627891975337275,-2.068968795629776
0.0,-2.806297881104896,-2.778116833451812
0.0,-2.1919581377991664,-4.401074914269873
0.0,-4.882823575186239,-4.278895787238854
0.0,-2.402816140837898,-2.7615497834755924
0.0,-2.592377487004912,-2.4057938639214425
0.0,-5.207542419581752,-2.5820309461989313
0.0,-4.174712921559113,-2.3362635683647697
0.0,-3.118642770347151,-3.0302024037988615
0.0,-3.50485698830111,-3.8562565204819057
0.0,-2.3933378329498556,-2.403465707985173
0.0,-3.68176279792806,-4.181774873869649
0.0,-1.4343124660846505,-4.0408586093796695
0.0,-4.259992512509312,-2.0682427975682827
0.0,-2.4358365446072634,-3.637654216431368
0.0,-2.254454543746456,-2.1397109051458494
0.0,-4.055989328637662,-4.027250052251697
0.0,-4.253164863001139,-3.729825974436359
0.0,-2.30787575957717,-2.620425846966576
0.0,-3.7483136515031807,-2.9578474517165345
0.0,-3.972938571553017,-2.3327269136077877
0.0,-3.2148841730683615,-4.194757129393818
0.0,-3.426108134969855,-3.375647555253773
0.0,-2.9600970855006907,-3.0325271546150354
0.0,-1.5380047048757644,-2.169388270250226
0.0,-4.027609821641254,-4.11179143253506
0.0,-2.647940748230794,-3.7314591364826857
0.0,-3.0699579699842277,-4.29155905804051
0.0,-2.4551540892573573,-2.378016497952594
0.0,-3.9136847388393963,-2.9275295525959018
0.0,-2.4815988717412525,-2.187137368850441
0.0,-2.4228875048031835,-4.484435111318344
0.0,-3.7881846100158443,-2.5010500350209894
0.0,-5.147717451453948,-1.3253152162952544
0.0,-3.0014548707713984,-2.413087220024704
0.0,-2.8734609683417878,-4.367495543673434
0.0,-2.7173640446855125,-2.367719947467518
0.0,-2.9242708939970576,-3.005020147389362
0.0,-3.5270990174163233,-2.986621798537495
0.0,-4.428724450790602,-2.4709632855721133
0.0,-3.44679999805945,-2.692259694154539
0.0,-2.4972875396474485,-4.137199120465365
0.0,-2.5675091549473135,-4.302009675349797
0.0,-1.06923975292413,-0.03592371837245878
0.0,-3.10901560470706,-2.8930421459891686
0.0,-3.14959509357545,-3.7419164213829097
0.0,-4.146858699023249,-1.537557179852869
0.0,-4.01344966993554,-3.9281653517114865
0.0,-3.872534779136984,-2.210228014411243
0.0,-2.387846183916697,-3.3470367421694043
0.0,-3.3749964244168207,-1.826285563020939
0.0,-1.4183917277488014,-1.5926058130616423
0.0,-2.516674863122247,-3.2239907636255327
0.0,-1.8892658241365552,-4.231951457767488
0.0,-3.743471399384034,-3.3787849660209996
0.0,-2.2265571440109992,-2.4674221960523477
0.0,-4.1680605780027244,-3.5162516446079115
0.0,-3.6295258140057443,-3.634469526506501
0.0,-3.4808406436802684,-2.3519798456142915
0.0,-2.3911993368616598,-3.261589329115347
0.0,-3.2807482583043113,-2.0010274015220633
0.0,-1.702489175095148,-2.0834721269627994
0.0,-1.2103931761216855,-2.168189663718889
0.0,-2.646544506580405,-5.331553427321787
0.0,-2.873941964231423,-4.104141075238388
0.0,-2.898693700462069,-1.7520170169355533
0.0,-2.787213279610851,-3.132916475274508
0.0,-3.1425424130665047,-2.5749361142980867
0.0,-3.8820000258591056,-1.3679286367148522
0.0,-3.8448343389459865,-3.075926879780657
1.0,4.111614057698438,2.001846205826836
1.0,1.8099295399136321,4.010800145535872
1.0,1.9932699735788633,3.624996612792719
1.0,2.4553646962960007,2.6713423845880455
1.0,1.6936107240025895,5.76966042213513
1.0,1.0950378678672938,-0.1731102103160711
1.0,2.087157632742536,2.300899199251945
1.0,2.8108563203128862,4.631645808381875
1.0,2.2056863167788188,2.4093863823688286
1.0,3.079664531926314,2.360936987584221
1.0,4.044950954831174,4.133043527595628
1.0,3.7068741314837577,2.7017987652155906
1.0,3.5377517014752917,3.8382389226288325
1.0,5.550441684673869,1.0441282207076106
1.0,3.2316750428358354,3.6527533752531176
1.0,2.8067071292673043,2.020635622395325
1.0,3.7295006418348393,1.9325981015006062
1.0,2.166817022000059,1.4667505999204726
1.0,0.44107680591033605,2.685039489152379
1.0,2.1473667190215586,3.1739813655237126
1.0,3.801443582404081,1.6983313155466788
1.0,3.542654917489377,3.91015788891756
1.0,0.7197332250032535,4.807067170603631
1.0,2.246209810085181,4.198116651293641
1.0,1.771922368705834,2.942163172119964
1.0,3.773483556853545,3.8819314772280284
1.0,2.1447209016084705,3.773349959557849
1.0,3.142709784593494,2.401218606243456
1.0,2.0329152187817554,3.8500869348671642
1.0,2.549665717330919,1.2203710104781165
1.0,2.9551960020974417,3.2663316612504905
1.0,3.9309059717457444,4.1073204464721
1.0,1.978601623936426,3.2168337054481344
1.0,2.8166129100822896,4.069967468440294
1.0,2.6311582539600056,3.3232728530181315
1.0,2.845703515469916,1.2003404593206057
1.0,1.6818267442782813,1.6508552200812314
1.0,3.1698959257526096,4.758613034482872
1.0,3.253076565759886,3.670390035029592
1.0,3.148553677174755,3.783714735969597
1.0,3.3085153874744613,2.411052270835451
1.0,3.52571344957137,3.1126094559872417
1.0,1.191199438388699,1.5715448201100959
1.0,3.1441135335746146,4.484578094398103
1.0,3.2266031220752347,2.429007411189585
1.0,2.3100646103687867,2.291949956594917
1.0,1.937468859501573,2.78167307273978
1.0,4.020146792794488,3.0314578419719598
1.0,2.8106898583240607,3.6618992873969756
1.0,3.177284569731132,1.6059600250430897
1.0,3.7587250413883746,4.474163257141878
1.0,3.1717804671005183,1.7140273120500267
1.0,1.8132968651087258,1.3624703696801317
1.0,2.696764245469035,2.5403021414270985
1.0,0.8129171343319128,1.5985283283534644
1.0,1.4352285765961637,3.2788466023810967
1.0,4.224698661003021,3.2048975973275224
1.0,3.4072263101699285,3.1337639138929507
1.0,4.748037965015453,2.34991401372795
1.0,4.925271342234894,2.7694428299192593
1.0,1.711327405258762,2.4223786402036382
1.0,2.4098744318043264,4.10842994115805
1.0,4.202343662492545,3.3216859989502714
1.0,3.042029360828424,1.779162078225164
1.0,2.7775552731193467,2.5265133311309143
1.0,4.486884307498112,2.078167070500207
1.0,3.971752684577414,3.5261892063882696
1.0,3.5685258148643673,3.861418752794555
1.0,2.7417443383953755,3.1102901469327646
1.0,3.54472509038238,3.330881055178247
1.0,2.1609358417458275,4.01801414920417
1.0,1.2342257452077383,4.093054309272085
1.0,4.983958561157417,3.294841653938718
1.0,2.2427094053718504,3.91850355570492
1.0,3.541582679349771,3.6670386575974665
1.0,1.798248842020965,2.880006969407911
1.0,1.3800190211641163,2.9370814767759756
1.0,1.431862823056266,3.1718042189116606
1.0,1.4755862313138206,2.935322391918921
1.0,3.4300230466472743,2.5146783040810483
1.0,3.2149459179221864,3.0030776361731157
1.0,5.138859644119476,3.407955124288322
1.0,1.9381963854458488,4.405440254680981
1.0,2.688626050713445,4.084527023139504
1.0,2.9444563143538267,2.8692406973899427
1.0,4.850565095405217,1.7996892411166496
1.0,4.592322117185253,3.2719248037190254
1.0,2.102840610534401,2.2163108778784397
1.0,2.8277484546554956,2.0854255495438045
1.0,3.543740509630305,4.394012230423277
1.0,4.782389858435405,3.699927157783798
1.0,1.2078968148650033,1.7638792560237184
1.0,1.1658761690405366,3.597666487805181
1.0,4.123159389812532,4.16077186406163
1.0,2.156057562038626,4.3134169463954155
1.0,4.37096835335179,5.243927292836811
1.0,3.964787831815676,3.7605810365295373
1.0,4.012862121404964,3.5233947968398285
1.0,2.660560760350921,3.9257052835851356
1.0,2.079578536453267,3.9781866929155374
1.0,2.0313113587405085,2.8653367269164645
1.0,0.9728419917401592,3.959436040545607
1.0,3.9333934504883574,3.1385352645469955
1.0,2.5637405731854725,4.147969362648962
1.0,2.6399240366582384,2.8214673039578466
1.0,2.097738368007324,2.492208027646628
1.0,2.280901704002265,4.802204925985994
1.0,3.675331566547504,4.643194485989563
1.0,2.364186160872196,3.02413038382963
1.0,2.9134124680793168,1.8454839491821409
1.0,2.5916930170872554,1.6933768803399378
1.0,2.1932288373693973,2.530275460781063
1.0,2.893094250750697,3.9369710818688954
1.0,1.3518577038968216,4.098403380209034
1.0,1.8614212940123476,3.0909719878825457
1.0,1.1932096179299343,2.967113159627681
1.0,1.93859766228687,3.8450071727987973
